Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6880822757091775,0.5498684865287569,0.6938771444372237,0.5449989336745578,0:12:26,0:02:06
2,0.6889290631796205,0.5510059003341169,0.6929502560782722,0.5449989336745578,0:10:52,0:01:32
3,0.6884988381375023,0.5512191654226217,0.6937427311773416,0.5449989336745578,0:10:52,0:01:32
4,0.6885314717504306,0.5510769886969515,0.6929131559813091,0.5449989336745578,0:10:51,0:01:32
5,0.6884899685621313,0.5511125328783695,0.6928438306693763,0.5449989336745578,0:10:52,0:01:32
6,0.6884293187958621,0.5510414445155345,0.6921723506348452,0.5449989336745578,0:10:52,0:01:32
7,0.6882904805107954,0.551005900334117,0.6922868936777268,0.5449989336745578,0:10:51,0:01:32
8,0.6882467684168174,0.5511836212412046,0.6918504784981258,0.5449989336745578,0:10:51,0:01:32
9,0.6882278928245199,0.5511836212412045,0.6914342221585285,0.5449989336745578,0:10:51,0:01:32
10,0.6882770174117606,0.5512902537854569,0.6912784032614202,0.5449989336745578,0:10:51,0:01:32
11,0.6881355007565791,0.5512547096040394,0.6909809756645086,0.5449989336745578,0:10:51,0:01:32
12,0.6881684640827248,0.5512902537854569,0.6907472973516638,0.5449989336745578,0:10:51,0:01:32
13,0.6880153354410679,0.5513257979668744,0.6903846345875253,0.5449989336745578,0:10:51,0:01:32
14,0.6881763703483944,0.5513257979668744,0.6904946165594319,0.5449989336745578,0:10:52,0:01:32
15,0.688121940540998,0.5513257979668744,0.6901160088473227,0.5449989336745578,0:10:51,0:01:32
16,0.6880515035623984,0.5513257979668742,0.6900872950437964,0.5449989336745578,0:10:58,0:01:35
17,0.688047945690094,0.5513613421482919,0.6898073893819798,0.5449989336745578,0:10:51,0:01:32
18,0.6879903937001349,0.5512902537854569,0.6896230419781905,0.5449989336745578,0:10:51,0:01:32
19,0.6880474768612375,0.5512902537854568,0.6893530606994702,0.5449989336745578,0:10:52,0:01:32
20,0.6880797710492936,0.5513257979668744,0.6892101459219451,0.5449989336745578,0:10:52,0:01:33
