Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6965923971727118,0.5332693538067816,0.689532083192851,0.5449989336745578,0:22:57,0:03:36
2,0.6920426745205247,0.5403071017274461,0.6918595819540384,0.5449989336745578,0:23:00,0:03:35
3,0.6952042125529332,0.5307101727447208,0.68913829017738,0.5449989336745578,0:23:00,0:03:35
4,0.6950312181623995,0.5316698656429927,0.6894607338017557,0.5449989336745578,0:22:59,0:03:35
5,0.6947898461979369,0.5322385725456734,0.6903199250318267,0.5449989336745578,0:22:59,0:03:35
6,0.6934658453888567,0.5351887396033259,0.6907802774062617,0.5449989336745578,0:22:59,0:03:35
7,0.6934177919818689,0.5368237719485299,0.6922336900684213,0.5449989336745578,0:23:00,0:03:35
8,0.6926983442101099,0.5391696879220861,0.6927413250571707,0.5449989336745578,0:23:01,0:03:35
9,0.6917098428832363,0.5371081253998704,0.6924893978079847,0.5449989336745578,0:23:02,0:03:35
10,0.6912847896976292,0.5398094831876004,0.6950953819014976,0.5449989336745578,0:23:02,0:03:35
11,0.6906130129428122,0.5402004691831926,0.6945663771412728,0.5449989336745578,0:23:02,0:03:36
12,0.6905485200180278,0.5399872040946884,0.6971567718554061,0.5449989336745578,0:23:02,0:03:35
13,0.6903507401437794,0.5467761427454313,0.6976385223926524,0.5449989336745578,0:23:02,0:03:35
14,0.690726339264093,0.545709817302907,0.6989611293441275,0.5449989336745578,0:23:02,0:03:35
15,0.689874056992843,0.5479135565507902,0.6991393659752451,0.5449989336745578,0:23:01,0:03:35
16,0.6894794035107883,0.5483756309092193,0.6985678744865241,0.5449989336745578,0:23:01,0:03:35
17,0.6892526599231573,0.5469538636525186,0.6975963724513734,0.5449989336745578,0:23:01,0:03:35
18,0.6892862843409558,0.5491220587189861,0.6938838829082018,0.5449989336745578,0:23:00,0:03:35
19,0.688798029556486,0.549548588895996,0.6903078278058321,0.5449989336745578,0:23:01,0:03:35
20,0.6885031635864479,0.5513435700575803,0.6891146039093295,0.5449989336745578,0:23:00,0:03:35
