Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.5620830533608928,0.7260254496338988,0.5251971058885943,0.749840051183621,0:12:10,0:01:51
2,0.5111791798243119,0.7890097391057144,0.5362997372716342,0.761249733418639,0:12:11,0:01:52
3,0.4774842461337522,0.8207506931115478,0.6825742907416951,0.7767114523352526,0:12:11,0:01:51
4,0.46642770572398856,0.8450984573825389,0.5721498534073832,0.7640221795692042,0:12:11,0:01:51
5,0.5031889124091585,0.784531172247107,0.6877680848366315,0.5505438259756884,0:12:11,0:01:50
6,0.690491292942661,0.5400938366389415,0.6880301469728417,0.5505438259756884,0:12:11,0:01:50
7,0.689558371567833,0.5429373711523419,0.6880503259480037,0.5505438259756884,0:12:10,0:01:50
8,0.6893188649910451,0.5446079476789646,0.6881526829490124,0.5505438259756884,0:12:10,0:01:50
9,0.6892583051147835,0.5474514821923638,0.6881397523257645,0.5505438259756884,0:12:10,0:01:50
10,0.6892351809151012,0.5470604961967718,0.6880949186882146,0.5505438259756884,0:12:10,0:01:50
11,0.689131723090412,0.5494775005331621,0.6880450049654765,0.5505438259756884,0:12:11,0:01:50
12,0.6887974041208424,0.5488021610862291,0.6880339924448664,0.5505438259756884,0:12:10,0:01:50
13,0.6888831421291175,0.5497973981659192,0.6880398257680223,0.5505438259756884,0:12:12,0:01:51
14,0.6887819472724986,0.5496196772588315,0.6880293826757908,0.5505438259756884,0:12:11,0:01:50
15,0.688971236319551,0.5495485888959964,0.6880290697800068,0.5505438259756884,0:12:10,0:01:50
16,0.688854640723546,0.5496196772588317,0.688056607125893,0.5505438259756884,0:12:11,0:01:50
17,0.6887483827262881,0.5496552214402491,0.6880377241227388,0.5505438259756884,0:12:11,0:01:50
18,0.6886536929876369,0.5496552214402491,0.6880417775817964,0.5505438259756884,0:12:10,0:01:50
19,0.6886112375232959,0.5496552214402491,0.6881104674921994,0.5505438259756884,0:12:10,0:01:50
20,0.6886742524969525,0.5496552214402491,0.6882046945035571,0.5505438259756884,0:12:11,0:01:50
