Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6977993215031654,0.5306924006540132,0.7023678192021522,0.5449989336745578,0:12:03,0:01:49
2,0.6987388389569199,0.5276356010521085,0.7007977122575597,0.5449989336745578,0:12:07,0:01:54
3,0.696740286789817,0.5299459728442442,0.7039475649957541,0.5449989336745578,0:12:08,0:01:49
4,0.6961676428048029,0.5309767541053518,0.7028372094978984,0.5449989336745578,0:12:06,0:01:49
5,0.6955094693959916,0.5301592379327479,0.6999375786791989,0.5449989336745578,0:12:07,0:01:49
6,0.6948643893886919,0.5298748844814102,0.6979418006449728,0.5449989336745578,0:12:07,0:01:50
7,0.6937961029482691,0.53428236297718,0.6982858785626527,0.5449989336745578,0:12:07,0:01:49
8,0.6932235824881293,0.5322918888178001,0.695879632551092,0.5449989336745578,0:12:06,0:01:49
9,0.6922399671976692,0.5380855903888542,0.6943755106367672,0.5449989336745578,0:12:07,0:01:49
10,0.6924725655719756,0.5403959621809913,0.6934933840503924,0.5449989336745578,0:12:06,0:01:49
11,0.6917707685926978,0.5355974976896282,0.6915304600544183,0.5449989336745578,0:12:06,0:01:49
12,0.6912609186539087,0.5382988554773581,0.6908789817065057,0.5449989336745578,0:12:06,0:01:49
13,0.6913632308974096,0.5374102509419209,0.6898358799445652,0.5449989336745578,0:12:06,0:01:49
14,0.6905602181191688,0.535526409326792,0.689392589714309,0.5449989336745578,0:12:06,0:01:49
15,0.6901675067710124,0.5435949385085669,0.6891747777918098,0.5449989336745578,0:12:06,0:01:50
16,0.6901577400878997,0.5424930688846233,0.6891011897753387,0.5449989336745578,0:12:07,0:01:49
17,0.6899706987931444,0.5425997014288781,0.6891304564948885,0.5449989336745578,0:12:09,0:01:49
18,0.6892614590763206,0.5466872822918896,0.6891662490268738,0.5449989336745578,0:12:10,0:01:52
19,0.6892206952322213,0.5476825193715791,0.6892550524731744,0.5449989336745578,0:12:06,0:01:49
20,0.6888031244888111,0.5506326864292328,0.6891295007994293,0.5449989336745578,0:12:06,0:01:49
