Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.5112458327419677,0.7524703206085239,0.45829850235645275,0.7947323523139256,0:11:35,0:01:47
2,0.38862738923759965,0.8508566147721744,0.7007308011180832,0.7892940925570484,0:11:37,0:01:48
3,0.3054479885164109,0.9114238999075946,0.9292931355523062,0.7839624653444228,0:11:38,0:01:47
4,0.23054881831582588,0.9423117935594,1.2492748806106533,0.7871614416719974,0:11:38,0:01:48
5,0.18229498653454745,0.9590886471884605,1.1900244502428186,0.788441032203028,0:11:38,0:01:48
6,0.13331446994861493,0.9711025805075743,1.4488770050704,0.7838558328001699,0:11:38,0:01:48
7,0.11017772669259951,0.9763631193573642,1.5660187276664772,0.7896139901898044,0:11:50,0:01:48
8,0.08648373080513042,0.9827966161939313,1.7666815287598803,0.7907869481765825,0:11:40,0:01:48
9,0.06573559423092752,0.9875595365038755,1.669508367323599,0.7932394966943915,0:11:40,0:01:48
10,0.05542697284360339,0.988377052676478,1.7243669224554061,0.7869481765834937,0:11:40,0:01:48
11,0.046630924455469146,0.9909006895571204,1.8679665703025692,0.78342930262316,0:11:40,0:01:48
12,0.03411146270342871,0.9927134428094135,1.9755969729160043,0.7879078694817659,0:11:40,0:01:48
13,0.031278164394814546,0.9943129309732002,1.9570399050251859,0.7833226700789084,0:11:40,0:01:48
14,0.02778103791967814,0.9950593587829677,2.107208508517857,0.7887609298357859,0:11:40,0:01:48
15,0.021189889230916047,0.995983507499822,2.0575865929983896,0.7876946043932606,0:11:40,0:01:48
16,0.015434751951292828,0.9976540840264448,2.1769041466689742,0.7908935807208362,0:11:40,0:01:48
17,0.013191742547229716,0.99800952584062,2.193583026744105,0.7904670505438259,0:11:40,0:01:48
18,0.010741096027207042,0.9977607165706975,2.310176442284927,0.7889741949242913,0:11:40,0:01:48
19,0.0072559915313007576,0.9985426885618823,2.391898510713853,0.7884410322030291,0:11:40,0:01:48
20,0.0042187621147126,0.9991469396459798,2.4695882754483947,0.7874813393047561,0:11:40,0:01:48
