Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6724259333427234,0.5949740527475639,0.6752426037117982,0.6464064832586894,0:12:24,0:01:56
2,0.6907286860142519,0.5475225705552013,0.689462672840382,0.5449989336745578,0:12:25,0:01:55
3,0.6893736599833504,0.5512902537854564,0.6892932113820135,0.5449989336745578,0:12:25,0:01:55
4,0.6886519887765655,0.5507926352456118,0.6891207696914062,0.5449989336745578,0:12:25,0:01:55
5,0.6886184811083639,0.5512547096040389,0.6891382729023294,0.5449989336745578,0:12:25,0:01:55
6,0.6885354514187093,0.551325797966874,0.6891070158528885,0.5449989336745578,0:12:25,0:01:55
7,0.6889289554425408,0.5506149143385239,0.6896085621299304,0.5449989336745578,0:12:24,0:01:55
8,0.6886438370437402,0.551325797966874,0.689096789518687,0.5449989336745578,0:12:25,0:01:55
9,0.6817659487040929,0.5644771450913489,0.6840624993456074,0.5527831094049904,0:12:25,0:01:55
10,0.6644472478421977,0.6083386649605454,0.6493433102993956,0.6275325229259966,0:12:25,0:01:55
11,0.6570397522256786,0.6199260681026503,0.6890963235499381,0.5449989336745578,0:12:25,0:01:55
12,0.6881268089019457,0.551325797966874,0.6891630233973932,0.5449989336745578,0:12:25,0:01:55
13,0.688102534099997,0.551325797966874,0.689200353370747,0.5449989336745578,0:12:25,0:01:55
14,0.6678087791035897,0.5917039880571539,0.6895508617639389,0.5449989336745578,0:12:25,0:01:55
15,0.68825878171454,0.5513613421482915,0.6891775239909679,0.5449989336745578,0:12:25,0:01:55
16,0.6880366489891814,0.551325797966874,0.689192739001315,0.5449989336745578,0:12:25,0:01:55
17,0.6882024515181062,0.551325797966874,0.6891424859172628,0.5449989336745578,0:12:25,0:01:55
18,0.6881291485844606,0.551325797966874,0.6891969620456927,0.5449989336745578,0:12:25,0:01:55
19,0.6880308089161712,0.551325797966874,0.6892262206806713,0.5449989336745578,0:12:25,0:01:55
20,0.6880078789750048,0.551325797966874,0.6892100751438128,0.5449989336745578,0:12:26,0:01:55
