Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6927911261679344,0.5427241060638367,0.6890944775982842,0.5449989336745578,0:13:28,0:02:10
2,0.6898236124531805,0.5484467192720545,0.6891026204012177,0.5449989336745578,0:12:29,0:01:49
3,0.6902637051529252,0.5473093054666947,0.6894036529160278,0.5449989336745578,0:12:29,0:01:49
4,0.6898894381945158,0.5482334541835494,0.6891026850015173,0.5449989336745578,0:12:30,0:01:50
5,0.6892174425016311,0.5499751190730066,0.689123595058346,0.5449989336745578,0:12:30,0:01:49
6,0.6890060900180013,0.5508637236084439,0.6894728735098836,0.5449989336745578,0:12:30,0:01:49
7,0.6887765762063074,0.5499751190730067,0.6894464113738242,0.5449989336745578,0:12:30,0:01:50
8,0.6886757899383208,0.5511836212412021,0.6892414351571315,0.5449989336745578,0:12:29,0:01:49
9,0.688616227610428,0.5500817516172586,0.6895223563478607,0.5449989336745578,0:12:30,0:01:49
10,0.6885040576815428,0.5510769886969493,0.6896074834498395,0.5449989336745578,0:12:30,0:01:50
11,0.6884665030308385,0.5511836212412018,0.6894619280683331,0.5449989336745578,0:12:30,0:01:49
12,0.6885811262838518,0.5513613421482894,0.6893759026637233,0.5449989336745578,0:12:30,0:01:49
13,0.688505727463273,0.5512902537854545,0.6896417259559826,0.5449989336745578,0:12:29,0:01:49
14,0.6882829776855642,0.5513613421482894,0.689305171780455,0.5449989336745578,0:12:29,0:01:49
15,0.6882683630181823,0.5512902537854545,0.6894946292814962,0.5449989336745578,0:12:29,0:01:49
16,0.6882433926888838,0.5513257979668719,0.6892787703549488,0.5449989336745578,0:12:30,0:01:50
17,0.6882086720871351,0.5513257979668719,0.6895034765480271,0.5449989336745578,0:12:30,0:01:49
18,0.6880362276126897,0.5513257979668719,0.6893033379556579,0.5449989336745578,0:12:30,0:01:49
19,0.6880812901224147,0.5512902537854545,0.6894861533713509,0.5449989336745578,0:12:30,0:01:50
20,0.6879103793394187,0.5513257979668719,0.689334317994133,0.5449989336745578,0:12:30,0:01:50
