Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.5804564208094183,0.7017132295443264,0.529661891098901,0.750757091064193,0:13:21,0:02:10
2,0.49097982122983697,0.7835359351674207,0.6213760051723768,0.7464917892940931,0:12:22,0:01:48
3,0.4547020832388897,0.8276462643065436,0.873707769266422,0.7493708679889105,0:12:22,0:01:48
4,0.43250165233868404,0.8687353380251784,0.9009306528560832,0.7456813819577741,0:12:23,0:01:48
5,0.40029915292056323,0.8948958555484551,1.0793779542051751,0.7453188313073154,0:12:23,0:01:48
6,0.3544242190938752,0.9158669225847801,1.2239366386262123,0.7462998507144385,0:12:22,0:01:48
7,0.31736561800448565,0.928627283713664,1.4372351310009277,0.7390275111964174,0:12:22,0:01:48
8,0.2836677343052796,0.9382242126963862,1.4474994209741754,0.7367029217317129,0:12:23,0:01:48
9,0.2373159635097464,0.9497405274756576,1.594147034558211,0.7386223075282582,0:12:22,0:01:48
10,0.2112350973199117,0.9586265728300306,1.6047093092765712,0.7443804649178932,0:12:23,0:01:48
11,0.17840017511197379,0.9633184047771405,1.7581049958896056,0.735743228833439,0:12:23,0:01:48
12,0.1683383099183244,0.968365678538427,1.6649702105186142,0.7383877159309028,0:12:23,0:01:48
13,0.1468813758418238,0.9724888035828564,1.6817409758329729,0.7419279164000858,0:12:22,0:01:48
14,0.12522791755721313,0.9759721333617724,1.8150979310118234,0.7410535295372149,0:12:22,0:01:48
15,0.11090850570127975,0.9800241700433654,1.7866760081936799,0.7367882277671145,0:12:23,0:01:48
16,0.09856556097754635,0.9822634534726687,1.8542633531287604,0.7384943484751549,0:12:23,0:01:48
17,0.09152235081489983,0.9836141323665334,1.9174983679784015,0.7375346555768828,0:12:23,0:01:48
18,0.07857235006617165,0.9852136205303206,1.932722190137495,0.738174450842398,0:12:23,0:01:48
19,0.06958121275876289,0.9877728015923803,2.0231606888683147,0.7378545532096403,0:12:23,0:01:48
20,0.06402339055305811,0.9888391270349056,2.0169748307568893,0.7387076135636608,0:12:23,0:01:48
