Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6996641936752683,0.5295549868486525,0.6926395157858567,0.5449989336745578,0:12:30,0:02:48
2,0.6948906270317188,0.541462287623518,0.6024480708234217,0.6824482832160376,0:11:57,0:02:10
3,0.5783981307085757,0.7138160233169872,0.5640316609429078,0.7307101727447224,0:11:56,0:02:10
4,0.5198120593915021,0.7616940356863654,0.6577596794015425,0.7438259756877804,0:11:56,0:02:10
5,0.48264473303993594,0.8066396530887995,0.8749404779932701,0.7299637449349551,0:11:56,0:02:10
6,0.48615263262604724,0.848048624440191,1.0659277883253429,0.7304969076562167,0:11:56,0:02:10
7,0.4569274626315152,0.8800028435345265,1.2835192827597828,0.7193004905097047,0:11:56,0:02:10
8,0.41427349866635815,0.9013293523850231,1.3527197434424802,0.712262742589039,0:11:55,0:02:10
9,0.3620365168389717,0.9184971920096768,1.4324559009608933,0.7155896779697175,0:11:56,0:02:10
10,0.30980396674531135,0.9306177578730422,1.4579137357596699,0.7183621241202821,0:11:55,0:02:10
11,0.28101183026432186,0.9413876448425466,1.4628955968341333,0.7137769247174254,0:11:55,0:02:10
12,0.25117693338027514,0.9474301556835208,1.6532582244531162,0.7101514182128389,0:11:55,0:02:10
13,0.22363312194807558,0.954716712874108,1.713507041681894,0.71484325015995,0:11:55,0:02:10
14,0.1902556593000757,0.963318404777142,1.8140925422235379,0.7137769247174252,0:11:55,0:02:10
15,0.15411778173364024,0.970640506149146,1.967710084746592,0.7098315205800818,0:11:55,0:02:10
16,0.12786839389968535,0.9761498542688584,2.111614293640548,0.7072723395180216,0:11:55,0:02:10
17,0.11171620842462039,0.9798109049548606,2.2964099035704058,0.7008743868628712,0:11:55,0:02:10
18,0.09699772366026486,0.9826899836496786,2.3219314520618224,0.705992748986991,0:11:55,0:02:10
19,0.07605799622726707,0.985569062344496,2.4475480101132567,0.7029004052036685,0:11:55,0:02:13
20,0.06401903215179165,0.9876661690481282,2.4569713939333244,0.7078055022392838,0:11:58,0:02:10
