Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.7029905342793866,0.5267114523352542,0.6899236582138565,0.5449989336745578,0:23:28,0:04:14
2,0.700762285380812,0.5216464064832608,0.6899344437181836,0.5449989336745578,0:23:27,0:04:12
3,0.699118696644149,0.526853629060923,0.6898215680036953,0.5449989336745578,0:23:25,0:04:12
4,0.6986350555693476,0.5268536290609243,0.6898199705381998,0.5451055662188102,0:23:25,0:04:12
5,0.6973494145630722,0.5276178289614009,0.6891630856333371,0.5451055662188102,0:23:24,0:04:12
6,0.696541376467528,0.529057368308809,0.689594506264038,0.5451055662188102,0:23:24,0:04:12
7,0.6956910507387636,0.526142745432574,0.6890962766441716,0.5449989336745578,0:23:23,0:04:12
8,0.6948661729200839,0.532540698087722,0.6891569240079503,0.5449989336745578,0:23:23,0:04:12
9,0.6938677058847353,0.5353486884197072,0.6892238761550405,0.5449989336745578,0:23:23,0:04:12
10,0.6948323096515121,0.533393758441743,0.6902615954612054,0.5449989336745578,0:23:23,0:04:11
11,0.6925782227813626,0.5343179071585976,0.6906677949756518,0.5449989336745578,0:23:21,0:04:11
12,0.693194378830777,0.5339980095258411,0.6904455017601154,0.5449989336745578,0:23:21,0:04:11
13,0.6922933604257604,0.5364150138622291,0.6909684705871538,0.5449989336745578,0:23:20,0:04:11
14,0.6922805944748031,0.5370903533091631,0.6909437233716802,0.5449989336745578,0:23:20,0:04:11
15,0.6916174820794508,0.539223004194214,0.691105614925758,0.5449989336745578,0:23:20,0:04:11
16,0.6912110566864087,0.5423864363403699,0.6911465911932352,0.5449989336745578,0:23:20,0:04:11
17,0.6903804746307679,0.5406447714509128,0.6903448308498068,0.5449989336745578,0:23:20,0:04:11
18,0.6900754688034741,0.5431684083315556,0.6895415154086117,0.5449989336745578,0:23:20,0:04:11
19,0.6899150144598789,0.5448389848581785,0.6892052431634352,0.5449989336745578,0:23:21,0:04:11
20,0.6898165678108493,0.5473626217388219,0.6893202651027526,0.5449989336745578,0:23:21,0:04:12
